state,district,age_0_5,age_5_17,age_18_greater,total_enrolments,mbu_eligible,bio_age_5_17,bio_age_17_,total_bio_updates,mbu_compliance_ratio,mbu_gap,risk_category
Chhattisgarh,Narayanpur,448.0,306.0,8.0,762.0,754.0,7156.0,15017.0,22173.0,100.0,0.0,Green (Compliant)
Chhattisgarh,Raigarh,4294.0,625.0,37.0,4956.0,4919.0,39625.0,135001.0,174626.0,100.0,0.0,Green (Compliant)
Chhattisgarh,Raipur,6205.0,779.0,57.0,7041.0,6984.0,59735.0,132634.0,192369.0,100.0,0.0,Green (Compliant)
Chhattisgarh,Rajnandgaon,3791.0,371.0,23.0,4185.0,4162.0,53657.0,100841.0,154498.0,100.0,0.0,Green (Compliant)
Chhattisgarh,Sakti,373.0,80.0,2.0,455.0,453.0,644.0,3380.0,4024.0,100.0,0.0,Green (Compliant)
Chhattisgarh,Sarangarh-Bilaigarh,159.0,24.0,3.0,186.0,183.0,113.0,930.0,1043.0,61.74863387978142,70.0,Yellow (Moderate Risk)
Chhattisgarh,Sukma,1256.0,804.0,119.0,2179.0,2060.0,13922.0,16217.0,30139.0,100.0,0.0,Green (Compliant)
Chhattisgarh,Surajpur,2250.0,720.0,7.0,2977.0,2970.0,24586.0,47236.0,71822.0,100.0,0.0,Green (Compliant)
Chhattisgarh,Surguja,2866.0,679.0,11.0,3556.0,3545.0,30222.0,52638.0,82860.0,100.0,0.0,Green (Compliant)
Chhattisgarh,Uttar Bastar Kanker,718.0,162.0,8.0,888.0,880.0,7038.0,23263.0,30301.0,100.0,0.0,Green (Compliant)
Dadra & Nagar Haveli,Dadra & Nagar Haveli,22.0,3.0,0.0,25.0,25.0,72.0,481.0,553.0,100.0,0.0,Green (Compliant)
Dadra and Nagar Haveli,Dadra and Nagar Haveli,669.0,71.0,4.0,744.0,740.0,10791.0,16444.0,27235.0,100.0,0.0,Green (Compliant)
Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,70.0,10.0,8.0,88.0,80.0,550.0,1428.0,1978.0,100.0,0.0,Green (Compliant)
Dadra and Nagar Haveli and Daman and Diu,Daman,49.0,5.0,9.0,63.0,54.0,190.0,331.0,521.0,100.0,0.0,Green (Compliant)
Dadra and Nagar Haveli and Daman and Diu,Diu,12.0,6.0,4.0,22.0,18.0,13.0,20.0,33.0,72.22222222222221,5.0,Yellow (Moderate Risk)
Daman & Diu,Daman,8.0,1.0,0.0,9.0,9.0,360.0,1052.0,1412.0,100.0,0.0,Green (Compliant)
Daman & Diu,Diu,12.0,0.0,0.0,12.0,12.0,171.0,602.0,773.0,100.0,0.0,Green (Compliant)
Daman and Diu,Daman,47.0,11.0,0.0,58.0,58.0,2411.0,1622.0,4033.0,100.0,0.0,Green (Compliant)
Daman and Diu,Diu,60.0,2.0,0.0,62.0,62.0,1804.0,926.0,2730.0,100.0,0.0,Green (Compliant)
Delhi,Central Delhi,2761.0,993.0,193.0,3947.0,3754.0,23688.0,30372.0,54060.0,100.0,0.0,Green (Compliant)
Delhi,East Delhi,8055.0,2458.0,223.0,10736.0,10513.0,53829.0,68976.0,122805.0,100.0,0.0,Green (Compliant)
Delhi,Najafgarh,21.0,9.0,0.0,30.0,30.0,51.0,794.0,845.0,100.0,0.0,Green (Compliant)
Delhi,New Delhi,918.0,502.0,217.0,1637.0,1420.0,2501.0,2062.0,4563.0,100.0,0.0,Green (Compliant)
Delhi,North Delhi,3148.0,1230.0,81.0,4459.0,4378.0,25642.0,35188.0,60830.0,100.0,0.0,Green (Compliant)
Delhi,North East,1328.0,408.0,2.0,1738.0,1736.0,2393.0,44227.0,46620.0,100.0,0.0,Green (Compliant)
Delhi,North East   *,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,Red (Service Desert)
Delhi,North East Delhi,8299.0,3749.0,65.0,12113.0,12048.0,77278.0,65818.0,143096.0,100.0,0.0,Green (Compliant)
Delhi,North West Delhi,12395.0,3293.0,355.0,16043.0,15688.0,133575.0,191718.0,325293.0,100.0,0.0,Green (Compliant)
Delhi,Shahdara,1121.0,515.0,64.0,1700.0,1636.0,2658.0,5305.0,7963.0,100.0,0.0,Green (Compliant)
Delhi,South Delhi,10138.0,2780.0,477.0,13395.0,12918.0,96661.0,126275.0,222936.0,100.0,0.0,Green (Compliant)
Delhi,South East Delhi,46.0,9.0,5.0,60.0,55.0,239.0,343.0,582.0,100.0,0.0,Green (Compliant)
Delhi,South West Delhi,6951.0,1945.0,359.0,9255.0,8896.0,66558.0,74969.0,141527.0,100.0,0.0,Green (Compliant)
Delhi,West Delhi,14000.0,4405.0,1009.0,19414.0,18405.0,71164.0,102078.0,173242.0,100.0,0.0,Green (Compliant)
Goa,Bardez,2.0,0.0,0.0,2.0,2.0,9.0,31.0,40.0,100.0,0.0,Green (Compliant)
Goa,North Goa,1109.0,146.0,99.0,1354.0,1255.0,18320.0,19451.0,37771.0,100.0,0.0,Green (Compliant)
Goa,South Goa,805.0,108.0,64.0,977.0,913.0,15915.0,14669.0,30584.0,100.0,0.0,Green (Compliant)
Goa,Tiswadi,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,Red (Service Desert)
Gujarat,Ahmadabad,4105.0,2322.0,240.0,6667.0,6427.0,958.0,14724.0,15682.0,14.905865878325814,5469.0,Red (Service Desert)
Gujarat,Ahmedabad,12844.0,5679.0,607.0,19130.0,18523.0,165891.0,239599.0,405490.0,100.0,0.0,Green (Compliant)
Gujarat,Amreli,3460.0,587.0,246.0,4293.0,4047.0,33978.0,34536.0,68514.0,100.0,0.0,Green (Compliant)
Gujarat,Anand,5616.0,828.0,536.0,6980.0,6444.0,50966.0,62729.0,113695.0,100.0,0.0,Green (Compliant)
Gujarat,Arvalli,1952.0,322.0,117.0,2391.0,2274.0,19089.0,10580.0,29669.0,100.0,0.0,Green (Compliant)
Gujarat,Banas Kantha,5997.0,6719.0,782.0,13498.0,12716.0,59.0,488.0,547.0,0.46398238439760936,12657.0,Red (Service Desert)
Gujarat,Banaskantha,9944.0,5781.0,1635.0,17360.0,15725.0,74015.0,77742.0,151757.0,100.0,0.0,Green (Compliant)
Gujarat,Bharuch,3745.0,508.0,98.0,4351.0,4253.0,38361.0,38017.0,76378.0,100.0,0.0,Green (Compliant)
Gujarat,Bhavnagar,8420.0,1309.0,445.0,10174.0,9729.0,65784.0,75368.0,141152.0,100.0,0.0,Green (Compliant)
Gujarat,Botad,2302.0,474.0,171.0,2947.0,2776.0,10356.0,5900.0,16256.0,100.0,0.0,Green (Compliant)
Gujarat,Chhotaudepur,2215.0,1303.0,589.0,4107.0,3518.0,18603.0,15199.0,33802.0,100.0,0.0,Green (Compliant)
Gujarat,Dahod,5341.0,3891.0,1277.0,10509.0,9232.0,60236.0,55439.0,115675.0,100.0,0.0,Green (Compliant)
Gujarat,Dang,531.0,179.0,162.0,872.0,710.0,0.0,0.0,0.0,0.0,710.0,Red (Service Desert)
Gujarat,Devbhumi Dwarka,1845.0,422.0,223.0,2490.0,2267.0,17817.0,7647.0,25464.0,100.0,0.0,Green (Compliant)
Gujarat,Dohad,5003.0,7330.0,670.0,13003.0,12333.0,2168.0,13548.0,15716.0,17.578853482526554,10165.0,Red (Service Desert)
Gujarat,Gandhinagar,4075.0,837.0,738.0,5650.0,4912.0,33686.0,42878.0,76564.0,100.0,0.0,Green (Compliant)
Gujarat,Gir Somnath,4375.0,975.0,373.0,5723.0,5350.0,23900.0,12866.0,36766.0,100.0,0.0,Green (Compliant)
Gujarat,Jamnagar,4998.0,799.0,281.0,6078.0,5797.0,40890.0,40212.0,81102.0,100.0,0.0,Green (Compliant)
Gujarat,Junagadh,4876.0,568.0,92.0,5536.0,5444.0,33995.0,68677.0,102672.0,100.0,0.0,Green (Compliant)
Gujarat,Kachchh,6176.0,2605.0,521.0,9302.0,8781.0,67370.0,56591.0,123961.0,100.0,0.0,Green (Compliant)
Gujarat,Kheda,5826.0,1224.0,517.0,7567.0,7050.0,49735.0,67426.0,117161.0,100.0,0.0,Green (Compliant)
Gujarat,Mahesana,5289.0,908.0,293.0,6490.0,6197.0,42954.0,56959.0,99913.0,100.0,0.0,Green (Compliant)
Gujarat,Mahisagar,2036.0,397.0,130.0,2563.0,2433.0,18042.0,12910.0,30952.0,100.0,0.0,Green (Compliant)
Gujarat,Morbi,5548.0,1803.0,653.0,8004.0,7351.0,21440.0,10439.0,31879.0,100.0,0.0,Green (Compliant)
Gujarat,Narmada,1155.0,96.0,29.0,1280.0,1251.0,15333.0,23865.0,39198.0,100.0,0.0,Green (Compliant)
Gujarat,Navsari,2453.0,201.0,103.0,2757.0,2654.0,24168.0,21384.0,45552.0,100.0,0.0,Green (Compliant)
Gujarat,Panch Mahals,858.0,444.0,100.0,1402.0,1302.0,22.0,305.0,327.0,1.6897081413210446,1280.0,Red (Service Desert)
Gujarat,Panchmahals,4828.0,1122.0,329.0,6279.0,5950.0,39189.0,65579.0,104768.0,100.0,0.0,Green (Compliant)
Gujarat,Patan,6023.0,2228.0,716.0,8967.0,8251.0,35135.0,38814.0,73949.0,100.0,0.0,Green (Compliant)
Gujarat,Porbandar,2006.0,332.0,181.0,2519.0,2338.0,14257.0,16728.0,30985.0,100.0,0.0,Green (Compliant)
Gujarat,Rajkot,12419.0,3732.0,919.0,17070.0,16151.0,79522.0,89189.0,168711.0,100.0,0.0,Green (Compliant)
Gujarat,Sabar Kantha,1083.0,1197.0,157.0,2437.0,2280.0,59.0,558.0,617.0,2.5877192982456143,2221.0,Red (Service Desert)
Gujarat,Sabarkantha,3603.0,1173.0,339.0,5115.0,4776.0,37100.0,53287.0,90387.0,100.0,0.0,Green (Compliant)
Gujarat,Surat,18412.0,6399.0,658.0,25469.0,24811.0,138828.0,142771.0,281599.0,100.0,0.0,Green (Compliant)
Gujarat,Surendra Nagar,4853.0,1665.0,337.0,6855.0,6518.0,44699.0,51012.0,95711.0,100.0,0.0,Green (Compliant)
Gujarat,Surendranagar,771.0,593.0,78.0,1442.0,1364.0,46.0,481.0,527.0,3.3724340175953076,1318.0,Red (Service Desert)
Gujarat,Tapi,1856.0,205.0,151.0,2212.0,2061.0,16731.0,23294.0,40025.0,100.0,0.0,Green (Compliant)
Gujarat,The Dangs,1068.0,186.0,74.0,1328.0,1254.0,12787.0,15163.0,27950.0,100.0,0.0,Green (Compliant)
Gujarat,Vadodara,9306.0,2433.0,545.0,12284.0,11739.0,72719.0,128698.0,201417.0,100.0,0.0,Green (Compliant)
Gujarat,Valsad,5818.0,1406.0,224.0,7448.0,7224.0,39767.0,44257.0,84024.0,100.0,0.0,Green (Compliant)
Haryana,Akhera,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Red (Service Desert)
Haryana,Ambala,3063.0,122.0,33.0,3218.0,3185.0,26591.0,46165.0,72756.0,100.0,0.0,Green (Compliant)
Haryana,Bhiwani,3321.0,152.0,16.0,3489.0,3473.0,37865.0,57760.0,95625.0,100.0,0.0,Green (Compliant)
Haryana,Charkhi Dadri,839.0,19.0,0.0,858.0,858.0,3023.0,6765.0,9788.0,100.0,0.0,Green (Compliant)
Haryana,Faridabad,12607.0,3225.0,323.0,16155.0,15832.0,58976.0,59975.0,118951.0,100.0,0.0,Green (Compliant)
Haryana,Fatehabad,2510.0,92.0,10.0,2612.0,2602.0,29864.0,39930.0,69794.0,100.0,0.0,Green (Compliant)
Haryana,Gurgaon,5417.0,1247.0,197.0,6861.0,6664.0,35245.0,35546.0,70791.0,100.0,0.0,Green (Compliant)
Haryana,Gurugram,1804.0,625.0,207.0,2636.0,2429.0,0.0,0.0,0.0,0.0,2429.0,Red (Service Desert)
Haryana,Hisar,4927.0,289.0,18.0,5234.0,5216.0,53323.0,62544.0,115867.0,100.0,0.0,Green (Compliant)
Haryana,Jhajjar,2515.0,99.0,10.0,2624.0,2614.0,24917.0,31722.0,56639.0,100.0,0.0,Green (Compliant)
Haryana,Jhajjar *,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,Red (Service Desert)
Haryana,Jind,3729.0,92.0,0.0,3821.0,3821.0,34877.0,56391.0,91268.0,100.0,0.0,Green (Compliant)
Haryana,Kaithal,2894.0,85.0,12.0,2991.0,2979.0,34402.0,45534.0,79936.0,100.0,0.0,Green (Compliant)
Haryana,Karnal,3861.0,179.0,8.0,4048.0,4040.0,32424.0,61595.0,94019.0,100.0,0.0,Green (Compliant)
Haryana,Kurukshetra,2315.0,78.0,11.0,2404.0,2393.0,23358.0,46634.0,69992.0,100.0,0.0,Green (Compliant)
Haryana,Mahendragarh,2575.0,155.0,24.0,2754.0,2730.0,20501.0,28331.0,48832.0,100.0,0.0,Green (Compliant)
Haryana,Mewat,6989.0,550.0,19.0,7558.0,7539.0,38268.0,30057.0,68325.0,100.0,0.0,Green (Compliant)
Haryana,Nuh,1251.0,213.0,42.0,1506.0,1464.0,0.0,0.0,0.0,0.0,1464.0,Red (Service Desert)
Haryana,Palwal,4367.0,332.0,4.0,4703.0,4699.0,30617.0,28080.0,58697.0,100.0,0.0,Green (Compliant)
Haryana,Panchkula,1287.0,92.0,5.0,1384.0,1379.0,18303.0,19066.0,37369.0,100.0,0.0,Green (Compliant)
Haryana,Panipat,5498.0,543.0,47.0,6088.0,6041.0,31426.0,48347.0,79773.0,100.0,0.0,Green (Compliant)
Haryana,Rewari,2329.0,150.0,6.0,2485.0,2479.0,24987.0,24745.0,49732.0,100.0,0.0,Green (Compliant)
Haryana,Rohtak,3161.0,191.0,61.0,3413.0,3352.0,25700.0,50270.0,75970.0,100.0,0.0,Green (Compliant)
Haryana,Sirsa,3135.0,198.0,2.0,3335.0,3333.0,40642.0,56424.0,97066.0,100.0,0.0,Green (Compliant)
Haryana,Sonipat,4314.0,268.0,37.0,4619.0,4582.0,34624.0,50029.0,84653.0,100.0,0.0,Green (Compliant)
Haryana,Yamuna Nagar,3278.0,110.0,8.0,3396.0,3388.0,33592.0,55136.0,88728.0,100.0,0.0,Green (Compliant)
Haryana,Yamunanagar,56.0,3.0,0.0,59.0,59.0,142.0,740.0,882.0,100.0,0.0,Green (Compliant)
Himachal Pradesh,Bilaspur,985.0,14.0,0.0,999.0,999.0,9673.0,12233.0,21906.0,100.0,0.0,Green (Compliant)
Himachal Pradesh,Chamba,1586.0,64.0,7.0,1657.0,1650.0,16275.0,17567.0,33842.0,100.0,0.0,Green (Compliant)
Himachal Pradesh,Hamirpur,1181.0,16.0,1.0,1198.0,1197.0,11206.0,12613.0,23819.0,100.0,0.0,Green (Compliant)
Himachal Pradesh,Kangra,3869.0,75.0,22.0,3966.0,3944.0,44703.0,45210.0,89913.0,100.0,0.0,Green (Compliant)
Himachal Pradesh,Kinnaur,137.0,21.0,5.0,163.0,158.0,2221.0,2246.0,4467.0,100.0,0.0,Green (Compliant)
Himachal Pradesh,Kullu,1022.0,111.0,106.0,1239.0,1133.0,11409.0,9839.0,21248.0,100.0,0.0,Green (Compliant)
Himachal Pradesh,Lahaul and Spiti,3.0,0.0,0.0,3.0,3.0,15.0,32.0,47.0,100.0,0.0,Green (Compliant)
Himachal Pradesh,Lahul & Spiti,36.0,2.0,0.0,38.0,38.0,110.0,485.0,595.0,100.0,0.0,Green (Compliant)
Himachal Pradesh,Lahul and Spiti,31.0,1.0,0.0,32.0,32.0,557.0,208.0,765.0,100.0,0.0,Green (Compliant)
Himachal Pradesh,Mandi,2460.0,43.0,11.0,2514.0,2503.0,28869.0,34465.0,63334.0,100.0,0.0,Green (Compliant)
Himachal Pradesh,Shimla,1488.0,161.0,21.0,1670.0,1649.0,19863.0,19864.0,39727.0,100.0,0.0,Green (Compliant)
Himachal Pradesh,Sirmaur,1510.0,67.0,7.0,1584.0,1577.0,15275.0,16178.0,31453.0,100.0,0.0,Green (Compliant)
Himachal Pradesh,Solan,1105.0,65.0,6.0,1176.0,1170.0,16252.0,17317.0,33569.0,100.0,0.0,Green (Compliant)
Himachal Pradesh,Una,1226.0,21.0,0.0,1247.0,1247.0,15138.0,16411.0,31549.0,100.0,0.0,Green (Compliant)
Jammu & Kashmir,Anantnag,3.0,1.0,0.0,4.0,4.0,5.0,2.0,7.0,100.0,0.0,Green (Compliant)
Jammu & Kashmir,Badgam,0.0,2.0,0.0,2.0,2.0,5.0,5.0,10.0,100.0,0.0,Green (Compliant)
Jammu & Kashmir,Bandipur,2.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,2.0,Red (Service Desert)
Jammu & Kashmir,Baramula,43.0,4.0,0.0,47.0,47.0,28.0,41.0,69.0,59.57446808510638,19.0,Yellow (Moderate Risk)
Jammu & Kashmir,Doda,2.0,0.0,0.0,2.0,2.0,2.0,2.0,4.0,100.0,0.0,Green (Compliant)
Jammu & Kashmir,Jammu,52.0,10.0,0.0,62.0,62.0,33.0,199.0,232.0,53.2258064516129,29.0,Yellow (Moderate Risk)
Jammu & Kashmir,Kargil,2.0,2.0,0.0,4.0,4.0,0.0,2.0,2.0,0.0,4.0,Red (Service Desert)
Jammu & Kashmir,Kathua,8.0,0.0,0.0,8.0,8.0,25.0,22.0,47.0,100.0,0.0,Green (Compliant)
Jammu & Kashmir,Kupwara,8.0,1.0,0.0,9.0,9.0,0.0,3.0,3.0,0.0,9.0,Red (Service Desert)
Jammu & Kashmir,Leh (ladakh),3.0,0.0,0.0,3.0,3.0,9.0,2.0,11.0,100.0,0.0,Green (Compliant)
Jammu & Kashmir,Pulwama,4.0,0.0,0.0,4.0,4.0,1.0,1.0,2.0,25.0,3.0,Red (Service Desert)
Jammu & Kashmir,Punch,1.0,0.0,0.0,1.0,1.0,1.0,4.0,5.0,100.0,0.0,Green (Compliant)
Jammu & Kashmir,Rajauri,1.0,1.0,0.0,2.0,2.0,2.0,10.0,12.0,100.0,0.0,Green (Compliant)
Jammu & Kashmir,Srinagar,2.0,1.0,0.0,3.0,3.0,3.0,13.0,16.0,100.0,0.0,Green (Compliant)
Jammu & Kashmir,Udhampur,2.0,0.0,0.0,2.0,2.0,0.0,8.0,8.0,0.0,2.0,Red (Service Desert)
Jammu And Kashmir,Doda,261.0,260.0,17.0,538.0,521.0,0.0,0.0,0.0,0.0,521.0,Red (Service Desert)
Jammu And Kashmir,Shopian,308.0,84.0,20.0,412.0,392.0,0.0,0.0,0.0,0.0,392.0,Red (Service Desert)
Jammu and Kashmir,?,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Red (Service Desert)
Jammu and Kashmir,Anantnag,2975.0,340.0,35.0,3350.0,3315.0,26943.0,20619.0,47562.0,100.0,0.0,Green (Compliant)
Jammu and Kashmir,Badgam,1674.0,190.0,1.0,1865.0,1864.0,4697.0,9434.0,14131.0,100.0,0.0,Green (Compliant)
Jammu and Kashmir,Bandipore,1288.0,308.0,43.0,1639.0,1596.0,10653.0,9720.0,20373.0,100.0,0.0,Green (Compliant)
Jammu and Kashmir,Baramula,3155.0,528.0,64.0,3747.0,3683.0,28508.0,33358.0,61866.0,100.0,0.0,Green (Compliant)
Jammu and Kashmir,Budgam,793.0,51.0,15.0,859.0,844.0,18502.0,4609.0,23111.0,100.0,0.0,Green (Compliant)
Jammu and Kashmir,Doda,3186.0,763.0,15.0,3964.0,3949.0,19427.0,17348.0,36775.0,100.0,0.0,Green (Compliant)
Jammu and Kashmir,Ganderbal,773.0,59.0,11.0,843.0,832.0,7268.0,6428.0,13696.0,100.0,0.0,Green (Compliant)
Jammu and Kashmir,Jammu,3697.0,825.0,36.0,4558.0,4522.0,45866.0,52701.0,98567.0,100.0,0.0,Green (Compliant)
Jammu and Kashmir,Kargil,386.0,139.0,1.0,526.0,525.0,1848.0,1073.0,2921.0,100.0,0.0,Green (Compliant)
Jammu and Kashmir,Kathua,2635.0,310.0,9.0,2954.0,2945.0,23058.0,17058.0,40116.0,100.0,0.0,Green (Compliant)
Jammu and Kashmir,Kishtwar,1058.0,205.0,6.0,1269.0,1263.0,10878.0,10042.0,20920.0,100.0,0.0,Green (Compliant)
Jammu and Kashmir,Kulgam,970.0,232.0,9.0,1211.0,1202.0,14367.0,11377.0,25744.0,100.0,0.0,Green (Compliant)
Jammu and Kashmir,Kupwara,2392.0,443.0,40.0,2875.0,2835.0,24776.0,24981.0,49757.0,100.0,0.0,Green (Compliant)
Jammu and Kashmir,Leh,163.0,42.0,1.0,206.0,205.0,1641.0,923.0,2564.0,100.0,0.0,Green (Compliant)
Jammu and Kashmir,Poonch,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Red (Service Desert)
Jammu and Kashmir,Pulwama,1738.0,118.0,15.0,1871.0,1856.0,20582.0,12248.0,32830.0,100.0,0.0,Green (Compliant)
Jammu and Kashmir,Punch,2063.0,548.0,17.0,2628.0,2611.0,25883.0,20487.0,46370.0,100.0,0.0,Green (Compliant)
Jammu and Kashmir,Rajouri,2071.0,594.0,9.0,2674.0,2665.0,29902.0,25834.0,55736.0,100.0,0.0,Green (Compliant)
Jammu and Kashmir,Ramban,1317.0,597.0,6.0,1920.0,1914.0,21848.0,8029.0,29877.0,100.0,0.0,Green (Compliant)
Jammu and Kashmir,Reasi,1136.0,570.0,9.0,1715.0,1706.0,12538.0,10702.0,23240.0,100.0,0.0,Green (Compliant)
Jammu and Kashmir,Samba,532.0,47.0,9.0,588.0,579.0,6837.0,4388.0,11225.0,100.0,0.0,Green (Compliant)
Jammu and Kashmir,Shupiyan,537.0,128.0,1.0,666.0,665.0,9253.0,6276.0,15529.0,100.0,0.0,Green (Compliant)
Jammu and Kashmir,Srinagar,2851.0,270.0,135.0,3256.0,3121.0,32589.0,40239.0,72828.0,100.0,0.0,Green (Compliant)
Jammu and Kashmir,Udhampur,2446.0,349.0,11.0,2806.0,2795.0,22370.0,23107.0,45477.0,100.0,0.0,Green (Compliant)
Jammu and Kashmir,punch,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,Red (Service Desert)
Jammu and Kashmir,udhampur,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Red (Service Desert)
Jharkhand,Bokaro,3505.0,2278.0,17.0,5800.0,5783.0,45931.0,62498.0,108429.0,100.0,0.0,Green (Compliant)
Jharkhand,Bokaro *,2.0,0.0,0.0,2.0,2.0,1.0,2.0,3.0,50.0,1.0,Yellow (Moderate Risk)
Jharkhand,Chatra,3448.0,2819.0,35.0,6302.0,6267.0,32491.0,35201.0,67692.0,100.0,0.0,Green (Compliant)
Jharkhand,Deoghar,4518.0,3679.0,127.0,8324.0,8197.0,33194.0,34232.0,67426.0,100.0,0.0,Green (Compliant)
Jharkhand,Dhanbad,6878.0,4061.0,92.0,11031.0,10939.0,52546.0,98523.0,151069.0,100.0,0.0,Green (Compliant)
Jharkhand,Dumka,2743.0,2996.0,86.0,5825.0,5739.0,36526.0,39686.0,76212.0,100.0,0.0,Green (Compliant)
Jharkhand,East Singhbhum,5983.0,2109.0,99.0,8191.0,8092.0,59424.0,76682.0,136106.0,100.0,0.0,Green (Compliant)
Jharkhand,East Singhbum,848.0,546.0,53.0,1447.0,1394.0,0.0,0.0,0.0,0.0,1394.0,Red (Service Desert)
Jharkhand,Garhwa,4523.0,1535.0,15.0,6073.0,6058.0,41415.0,58043.0,99458.0,100.0,0.0,Green (Compliant)
Jharkhand,Garhwa *,314.0,67.0,0.0,381.0,381.0,535.0,5049.0,5584.0,100.0,0.0,Green (Compliant)
Jharkhand,Giridih,7695.0,6526.0,82.0,14303.0,14221.0,53614.0,56796.0,110410.0,100.0,0.0,Green (Compliant)
Jharkhand,Godda,3238.0,2135.0,17.0,5390.0,5373.0,44532.0,36402.0,80934.0,100.0,0.0,Green (Compliant)
Jharkhand,Gumla,4083.0,2524.0,94.0,6701.0,6607.0,33578.0,54300.0,87878.0,100.0,0.0,Green (Compliant)
Jharkhand,Hazaribag,358.0,208.0,0.0,566.0,566.0,1605.0,6129.0,7734.0,100.0,0.0,Green (Compliant)
Jharkhand,Hazaribagh,4125.0,2048.0,31.0,6204.0,6173.0,38357.0,36575.0,74932.0,100.0,0.0,Green (Compliant)
Jharkhand,Jamtara,3160.0,1274.0,16.0,4450.0,4434.0,17787.0,21854.0,39641.0,100.0,0.0,Green (Compliant)
Jharkhand,Khunti,1426.0,1173.0,45.0,2644.0,2599.0,15296.0,27659.0,42955.0,100.0,0.0,Green (Compliant)
Jharkhand,Kodarma,184.0,126.0,0.0,310.0,310.0,1247.0,3651.0,4898.0,100.0,0.0,Green (Compliant)
Jharkhand,Koderma,2096.0,1114.0,12.0,3222.0,3210.0,17953.0,20190.0,38143.0,100.0,0.0,Green (Compliant)
Jharkhand,Latehar,1675.0,923.0,11.0,2609.0,2598.0,22149.0,21314.0,43463.0,100.0,0.0,Green (Compliant)
Jharkhand,Lohardaga,1984.0,919.0,56.0,2959.0,2903.0,13862.0,25334.0,39196.0,100.0,0.0,Green (Compliant)
Jharkhand,Pakaur,197.0,100.0,0.0,297.0,297.0,1049.0,1435.0,2484.0,100.0,0.0,Green (Compliant)
Jharkhand,Pakur,3971.0,2908.0,45.0,6924.0,6879.0,21113.0,16174.0,37287.0,100.0,0.0,Green (Compliant)
Jharkhand,Palamau,220.0,66.0,0.0,286.0,286.0,496.0,2138.0,2634.0,100.0,0.0,Green (Compliant)
Jharkhand,Palamu,6548.0,1994.0,64.0,8606.0,8542.0,57189.0,55852.0,113041.0,100.0,0.0,Green (Compliant)
Jharkhand,Pashchimi Singhbhum,346.0,252.0,1.0,599.0,598.0,3615.0,10496.0,14111.0,100.0,0.0,Green (Compliant)
Jharkhand,Purbi Singhbhum,814.0,172.0,0.0,986.0,986.0,3984.0,16575.0,20559.0,100.0,0.0,Green (Compliant)
Jharkhand,Ramgarh,1902.0,1066.0,11.0,2979.0,2968.0,17337.0,19900.0,37237.0,100.0,0.0,Green (Compliant)
Jharkhand,Ranchi,9318.0,4613.0,334.0,14265.0,13931.0,61673.0,116101.0,177774.0,100.0,0.0,Green (Compliant)
Jharkhand,Sahebganj,3636.0,2670.0,15.0,6321.0,6306.0,36759.0,27666.0,64425.0,100.0,0.0,Green (Compliant)
Jharkhand,Sahibganj,187.0,178.0,0.0,365.0,365.0,654.0,1443.0,2097.0,100.0,0.0,Green (Compliant)
Jharkhand,Seraikela-Kharsawan,2398.0,961.0,30.0,3389.0,3359.0,29138.0,35036.0,64174.0,100.0,0.0,Green (Compliant)
Jharkhand,Seraikela-kharsawan,545.0,316.0,0.0,861.0,861.0,2760.0,11654.0,14414.0,100.0,0.0,Green (Compliant)
Jharkhand,Simdega,1472.0,594.0,13.0,2079.0,2066.0,20497.0,42214.0,62711.0,100.0,0.0,Green (Compliant)
Jharkhand,West Singhbhum,4211.0,2589.0,48.0,6848.0,6800.0,58306.0,72880.0,131186.0,100.0,0.0,Green (Compliant)
Karnataka,Bagalkot,6158.0,900.0,84.0,7142.0,7058.0,39884.0,37250.0,77134.0,100.0,0.0,Green (Compliant)
Karnataka,Bagalkot *,218.0,31.0,0.0,249.0,249.0,439.0,1286.0,1725.0,100.0,0.0,Green (Compliant)
Karnataka,Ballari,2450.0,267.0,64.0,2781.0,2717.0,25151.0,12209.0,37360.0,100.0,0.0,Green (Compliant)
Karnataka,Bangalore,5776.0,1236.0,4.0,7016.0,7012.0,51767.0,147212.0,198979.0,100.0,0.0,Green (Compliant)
Karnataka,Bangalore Rural,2251.0,267.0,126.0,2644.0,2518.0,18760.0,19275.0,38035.0,100.0,0.0,Green (Compliant)
Karnataka,Belagavi,7063.0,622.0,120.0,7805.0,7685.0,52855.0,26146.0,79001.0,100.0,0.0,Green (Compliant)
Karnataka,Belgaum,5861.0,880.0,2.0,6743.0,6741.0,44316.0,66753.0,111069.0,100.0,0.0,Green (Compliant)
